"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
3001,35.4,35.4,64.6,"Herisau AR","Herisau (AR)","Herisau AR","Herisau hat das Massnahmenpaket zugunsten der Medien mit 64,6 Prozent abgelehnt. Herisau hat damit gleich wie der Kanton Appenzell Ausserrhoden Nein gesagt zu dieser Vorlage.","Le paquet d'aide aux médias ne passe pas la rampe à Herisau. La proposition recueille 64,6 pour cent de non. Herisau a rejeté le texte, tout comme son canton.","Nel comune di Herisau la legge sulle misure a favore dei media è stata respinta con il 64,6 percento dei voti. Il comune di Herisau bocciando la legge si è espresso come il suo cantone."
3002,26.6,26.6,73.4,"Hundwil AR","Hundwil (AR)","Hundwil AR","Nein zum Massnahmenpaket zugunsten der Medien in Hundwil: Mit 190 Nein- zu 69 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 73,4 Prozent. Hundwil hat damit gleich wie der Kanton Appenzell Ausserrhoden Nein gesagt zu dieser Vorlage.","Le projet d'aide publique aux médias échoue à Hundwil avec 73,4 pour cent de non. Hundwil a rejeté le texte, tout comme son canton.","A Hundwil i cittadini hanno respinto, con il 73,4 percento dei voti, la legge sulle misure a favore dei media. Il comune di Hundwil bocciando la legge si è espresso come il suo cantone."
3003,17.4,17.4,82.6,"Schönengrund AR","Schönengrund (AR)","Schönengrund AR","Nein zum Massnahmenpaket zugunsten der Medien in Schönengrund. Die Gemeinde hat die Vorlage mit 82,6 Prozent abgelehnt. Schönengrund hat damit gleich wie der Kanton Appenzell Ausserrhoden Nein gesagt zu dieser Vorlage.","A Schönengrund, les habitants disent non à 82,6 pour cent à l'aide aux médias. Schönengrund a rejeté le texte, tout comme son canton.","I cittadini di Schönengrund si sono espressi contro la legge sulle misure a favore dei media. Il testo è stato respinto con il 82,6 percento dei voti. Il comune di Schönengrund bocciando la legge si è espresso come il suo cantone."
3004,21.6,21.6,78.4,"Schwellbrunn AR","Schwellbrunn (AR)","Schwellbrunn AR","In Schwellbrunn hat das Massnahmenpaket zugunsten der Medien keine Mehrheit gefunden. Auf 78,4 Prozent der abgegebenen Stimmzettel stand ein Nein. Schwellbrunn hat damit gleich wie der Kanton Appenzell Ausserrhoden Nein gesagt zu dieser Vorlage.","Les habitants de Schwellbrunn rejettent le paquet d'aide aux médias avec 78,4 pour cent de non. Schwellbrunn a rejeté le texte, tout comme son canton.","Nel comune di Schwellbrunn la legge sulle misure a favore dei media è stata bocciata con il 78,4 percento dei voti. Il comune di Schwellbrunn bocciando la legge si è espresso come il suo cantone."
3005,31.1,31.1,68.9,"Stein AR","Stein (AR)","Stein AR","Nein zum Massnahmenpaket zugunsten der Medien in Stein AR. Die Gemeinde hat die Vorlage mit 68,9 Prozent abgelehnt. Stein AR hat damit gleich wie der Kanton Appenzell Ausserrhoden Nein gesagt zu dieser Vorlage.","A Stein (AR), les habitants disent non à 68,9 pour cent à l'aide aux médias. Stein (AR) a rejeté le texte, tout comme son canton.","I cittadini di Stein AR si sono espressi contro la legge sulle misure a favore dei media. Il testo è stato respinto con il 68,9 percento dei voti. Il comune di Stein AR bocciando la legge si è espresso come il suo cantone."
3006,26.6,26.6,73.4,"Urnäsch AR","Urnäsch (AR)","Urnäsch AR","In Urnäsch hat das Massnahmenpaket zugunsten der Medien keine Mehrheit gefunden. Auf 73,4 Prozent der abgegebenen Stimmzettel stand ein Nein. Urnäsch hat damit gleich wie der Kanton Appenzell Ausserrhoden Nein gesagt zu dieser Vorlage.","Les habitants d'Urnäsch rejettent le paquet d'aide aux médias avec 73,4 pour cent de non. Urnäsch a rejeté le texte, tout comme son canton.","Nel comune di Urnäsch la legge sulle misure a favore dei media è stata bocciata con il 73,4 percento dei voti. Il comune di Urnäsch bocciando la legge si è espresso come il suo cantone."
3007,33.4,33.4,66.6,"Waldstatt AR","Waldstatt (AR)","Waldstatt AR","Keine Mehrheit für das Massnahmenpaket zugunsten der Medien in Waldstatt: Mit 420 Nein-Stimmen zu 211 Ja-Stimmen oder 66,6 Prozent hat die Gemeinde die Vorlage verworfen. Waldstatt hat damit gleich wie der Kanton Appenzell Ausserrhoden Nein gesagt zu dieser Vorlage.","A Waldstatt, c'est non à 66,6 pour cent à l'aide aux médias. Waldstatt a rejeté le texte, tout comme son canton.","Da Waldstatt è arrivato un ""no"" alle urne per la legge sulle misure a favore dei media. I cittadini hanno bocciato il testo con il 66,6 percento dei voti. Il comune di Waldstatt bocciando la legge si è espresso come il suo cantone."
3021,33.5,33.5,66.5,"Bühler AR","Bühler (AR)","Bühler AR","Nein zum Massnahmenpaket zugunsten der Medien in Bühler: Mit 338 Nein- zu 170 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 66,5 Prozent. Bühler hat damit gleich wie der Kanton Appenzell Ausserrhoden Nein gesagt zu dieser Vorlage.","Le projet d'aide publique aux médias échoue à Bühler avec 66,5 pour cent de non. Bühler a rejeté le texte, tout comme son canton.","A Bühler i cittadini hanno respinto, con il 66,5 percento dei voti, la legge sulle misure a favore dei media. Il comune di Bühler bocciando la legge si è espresso come il suo cantone."
3022,40,40,60,"Gais AR","Gais (AR)","Gais AR","In Gais hat die Stimmbevölkerung das Massnahmenpaket zugunsten der Medien abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 60 Prozent verworfen. Gais hat damit gleich wie der Kanton Appenzell Ausserrhoden Nein gesagt zu dieser Vorlage.","A Gais, les habitants sont défavorables au train de mesures en faveur des médias avec 60 pour cent de non. Gais a rejeté le texte, tout comme son canton.","Con il 60 percento di ""no"", i cittadini del comune di Gais hanno respinto la legge sulle misure a favore dei media. Il comune di Gais bocciando la legge si è espresso come il suo cantone."
3023,42.5,42.5,57.5,"Speicher AR","Speicher (AR)","Speicher AR","Nein zum Massnahmenpaket zugunsten der Medien in Speicher: Mit 934 Nein- zu 691 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 57,5 Prozent. Speicher hat damit gleich wie der Kanton Appenzell Ausserrhoden Nein gesagt zu dieser Vorlage.","Le projet d'aide publique aux médias échoue à Speicher avec 57,5 pour cent de non. Speicher a rejeté le texte, tout comme son canton.","A Speicher i cittadini hanno respinto, con il 57,5 percento dei voti, la legge sulle misure a favore dei media. Il comune di Speicher bocciando la legge si è espresso come il suo cantone."
