"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
1,36.2,36.2,63.8,"Aeugst am Albis ZH","Aeugst am Albis (ZH)","Aeugst am Albis ZH","In Aeugst am Albis hat die Initiative  ""Kinder und Jugendliche ohne Tabakwerbung"" keine Mehrheit gefunden. Auf 63,8 Prozent der abgegebenen Stimmzettel stand ein Nein. Damit sind in Aeugst am Albis im Vergleich zur letzten Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" weniger Stimmberechtigte gegen ein Verbot von Tabakwerbung. Damals betrug der Nein-Stimmen-Anteil 66,7 Prozent.","Aeugst am Albis ne veut pas de restrictions plus fortes de la publicité pour le tabac. Elle a rejeté l'initiative par 63,8 pour cent des voix. Les habitants d'Aeugst am Albis se montrent toutefois moins réfractaires aux interdictions qu'il y a près de trente ans. Le 28 novembre 1993, 66,7 pour cent d'entre eux avaient refusé l'initiative ""pour la prévention des problèmes liés au tabac"".","Nel comune di Aeugst am Albis l'iniziativa Fanciulli e adolescenti senza pubblicità per il tabacco è stata bocciata con il 63,8 percento dei voti. A Aeugst am Albis lo scetticismo nei confronti di diveiti alla pubblicità è diminuito nel tempo.Nel 1993 gli elettori di questo comune avevano detto no - con il 66,7 percento dei voti – a una simile iniziativa."
2,62.5,62.5,37.5,"Affoltern am Albis ZH","Affoltern am Albis (ZH)","Affoltern am Albis ZH","62,5 Prozent der Abstimmenden in der Gemeinde Affoltern am Albis haben Ja gesagt zur Initiative ""Kinder und Jugendliche ohne Tabakwerbung"". Damit hat in Affoltern am Albis seit der Abstimmung vom 13. Juni ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 70,5 Prozent ein Verbot der Tabakwerbung abgelehnt.","A Affoltern am Albis, 62,5 pour cent des votants approuvent l'initiative pour une meilleure protection des jeunes contre la publicité pour le tabac. En près de trente ans, les habitants d'Affoltern am Albis ont changé de camp sur ce sujet. Le 28 novembre 1993, ils avaient encore non à 70,5 pour cent à l'initiative ""pour la prévention des problèmes liés au tabac"".","Con il 62,5 percento di ""sì"", i cittadini del comune di Affoltern am Albis hanno accolto l'iniziativa Fanciulli e adolescenti senza pubblicità per il tabacco. Affoltern am Albis ha cambiato fazione: nel 1993 il comune aveva rifiutato il divieto alla pubblicità , mentre ora la approva."
3,83.4,83.4,16.6,"Bonstetten ZH","Bonstetten (ZH)","Bonstetten ZH","83,4 Prozent der Abstimmenden in der Gemeinde Bonstetten haben Ja gesagt zur Initiative ""Kinder und Jugendliche ohne Tabakwerbung"". Damit hat in Bonstetten seit der Abstimmung vom 13. Juni ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 68,9 Prozent ein Verbot der Tabakwerbung abgelehnt.","A Bonstetten, 83,4 pour cent des votants approuvent l'initiative pour une meilleure protection des jeunes contre la publicité pour le tabac. En près de trente ans, les habitants de Bonstetten ont changé de camp sur ce sujet. Le 28 novembre 1993, ils avaient encore non à 68,9 pour cent à l'initiative ""pour la prévention des problèmes liés au tabac"".","Con il 83,4 percento di ""sì"", i cittadini del comune di Bonstetten hanno accolto l'iniziativa Fanciulli e adolescenti senza pubblicità per il tabacco. Bonstetten ha cambiato fazione: nel 1993 il comune aveva rifiutato il divieto alla pubblicità , mentre ora la approva."
4,58,58,42,"Hausen am Albis ZH","Hausen am Albis (ZH)","Hausen am Albis ZH","Die Gemeinde Hausen am Albis hat die Initiative ""Für eine Schweiz ohne synthetische Pestizide"" mit 58 Prozent angenommen. Damit hat in Hausen am Albis seit der Abstimmung vom 13. Juni ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 67,6 Prozent ein Verbot der Tabakwerbung abgelehnt.","Les citoyens de Hausen am Albis sont favorables à une meilleure protection des jeunes face à la publicité pour le tabac. Ils ont dit oui à 58 pour cent à l'initiative qui l'exige. En près de trente ans, les habitants de Hausen am Albis ont changé de camp sur ce sujet. Le 28 novembre 1993, ils avaient encore non à 67,6 pour cent à l'initiative ""pour la prévention des problèmes liés au tabac"".","Nel comune di Hausen am Albis l'iniziativa Fanciulli e adolescenti senza pubblicità per il tabacco è stata approvata con il 58 percento dei voti. Hausen am Albis ha cambiato fazione: nel 1993 il comune aveva rifiutato il divieto alla pubblicità , mentre ora la approva."
5,61.3,61.3,38.7,"Hedingen ZH","Hedingen (ZH)","Hedingen ZH","Ja zur Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" in Hedingen: Mit 61,3 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren angenommen. Damit hat in Hedingen seit der Abstimmung vom 13. Juni ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 68,4 Prozent ein Verbot der Tabakwerbung abgelehnt.","Hedingen dit oui à l'initiative  ""Oui à la protection des enfants et des jeunes contre la publicité du tabac"". La commune la soutient par 61,3 pour cent des voix. En près de trente ans, les habitants de Hedingen ont changé de camp sur ce sujet. Le 28 novembre 1993, ils avaient encore non à 68,4 pour cent à l'initiative ""pour la prévention des problèmes liés au tabac"".","Sì all'iniziativa Fanciulli e adolescenti senza pubblicità per il tabacco nel comune di Hedingen: i cittadini hanno approvato il testo con il 61,3 percento dei voti. Hedingen ha cambiato fazione: nel 1993 il comune aveva rifiutato il divieto alla pubblicità , mentre ora la approva."
6,60.7,60.7,39.3,"Kappel am Albis ZH","Kappel am Albis (ZH)","Kappel am Albis ZH","60,7 Prozent der Abstimmenden in der Gemeinde Kappel am Albis haben Ja gesagt zur Initiative ""Kinder und Jugendliche ohne Tabakwerbung"". Damit hat in Kappel am Albis seit der Abstimmung vom 13. Juni ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 73,8 Prozent ein Verbot der Tabakwerbung abgelehnt.","A Kappel am Albis, 60,7 pour cent des votants approuvent l'initiative pour une meilleure protection des jeunes contre la publicité pour le tabac. En près de trente ans, les habitants de Kappel am Albis ont changé de camp sur ce sujet. Le 28 novembre 1993, ils avaient encore non à 73,8 pour cent à l'initiative ""pour la prévention des problèmes liés au tabac"".","Con il 60,7 percento di ""sì"", i cittadini del comune di Kappel am Albis hanno accolto l'iniziativa Fanciulli e adolescenti senza pubblicità per il tabacco. Kappel am Albis ha cambiato fazione: nel 1993 il comune aveva rifiutato il divieto alla pubblicità , mentre ora la approva."
7,58.2,58.2,41.8,"Knonau ZH","Knonau (ZH)","Knonau ZH","Ja zur Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" in Knonau: Mit 58,2 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren angenommen. Damit hat in Knonau seit der Abstimmung vom 13. Juni ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 71,4 Prozent ein Verbot der Tabakwerbung abgelehnt.","Knonau dit oui à l'initiative  ""Oui à la protection des enfants et des jeunes contre la publicité du tabac"". La commune la soutient par 58,2 pour cent des voix. En près de trente ans, les habitants de Knonau ont changé de camp sur ce sujet. Le 28 novembre 1993, ils avaient encore non à 71,4 pour cent à l'initiative ""pour la prévention des problèmes liés au tabac"".","Sì all'iniziativa Fanciulli e adolescenti senza pubblicità per il tabacco nel comune di Knonau: i cittadini hanno approvato il testo con il 58,2 percento dei voti. Knonau ha cambiato fazione: nel 1993 il comune aveva rifiutato il divieto alla pubblicità , mentre ora la approva."
8,92.7,92.7,7.3,"Maschwanden ZH","Maschwanden (ZH)","Maschwanden ZH","In Maschwanden hat die Stimmbevölkerung der Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" zugestimmt. Sie wurde mit einem Ja-Stimmen-Anteil von 92,7 Prozent angenommen. Damit hat in Maschwanden seit der Abstimmung vom 13. Juni ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 57,4 Prozent ein Verbot der Tabakwerbung abgelehnt.","Les citoyens de Maschwanden disent oui à 92,7 pour cent à l'initiative ""Oui à la protection des enfants et des jeunes contre la publicité du tabac"". En près de trente ans, les habitants de Maschwanden ont changé de camp sur ce sujet. Le 28 novembre 1993, ils avaient encore non à 57,4 pour cent à l'initiative ""pour la prévention des problèmes liés au tabac"".","I cittadini di Maschwanden si sono espressi a favore dell'iniziativa Fanciulli e adolescenti senza pubblicità per il tabacco. Il testo è stato approvato con il 92,7 percento dei voti. Maschwanden ha cambiato fazione: nel 1993 il comune aveva rifiutato il divieto alla pubblicità , mentre ora la approva."
9,33.6,33.6,66.4,"Mettmenstetten ZH","Mettmenstetten (ZH)","Mettmenstetten ZH","Nein zum Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" in Mettmenstetten. Die Gemeinde hat das Volksbegehren mit 66,4 Prozent abgelehnt. Damit ist in Mettmenstetten die Ablehnung eines Tabakwerbung-Verbots im Vergleich zur letzten Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" ungefähr gleich geblieten.","66,4 pour cent des citoyens de Mettmenstetten s'opposent à l'initiative sur le tabac. Le refus d'une interdiction de la publicité pour le tabac est resté à peu près stable par rapport à la votation du 28 novembre 1993 sur l'initiative ""pour la prévention des problèmes liés au tabac"".","I cittadini di Mettmenstetten si sono espressi contro l'iniziativa Fanciulli e adolescenti senza pubblicità per il tabacco. Il testo è stato respinto con il 66,4 percento dei voti. A Mettmenstetten l'approccio nei confronti dei diveiti alla pubblicità è rimasto grosso modo invariato nel tempo. Nel 1993 gli elettori di questo comune avevano detto no - con il 66 percento dei voti – a una simile iniziativa."
10,10.1,10.1,89.9,"Obfelden ZH","Obfelden (ZH)","Obfelden ZH","Nein zum Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" in Obfelden. Die Gemeinde hat das Volksbegehren mit 89,9 Prozent abgelehnt. Damit hat in Obfelden die Ablehnung eines Verbots von Tabakwerbung im Vergleich zur letzten Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" noch einmal zugenommen. Damals betrug der Nein-Stimmen-Anteil 69,6 Prozent.","89,9 pour cent des citoyens d'Obfelden s'opposent à l'initiative sur le tabac. En près de trente ans, le refus des interdictions s'est encore renforcé à Obfelden. Le 28 novembre 1993, 69,6 pour cent des habitants de la commune avaient rejeté l'initiative ""pour la prévention des problèmes liés au tabac"".","I cittadini di Obfelden si sono espressi contro l'iniziativa Fanciulli e adolescenti senza pubblicità per il tabacco. Il testo è stato respinto con il 89,9 percento dei voti. A Obfelden lo scetticismo nei confronti di diveiti alla pubblicità è aumentato nel tempo. Nel 1993 gli elettori di questo comune avevano detto no - con il 69,6 percento dei voti – a una simile iniziativa."
