"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
1,60.3,60.3,39.7,"Aeugst am Albis ZH","Aeugst am Albis (ZH)","Aeugst am Albis ZH","Die Gemeinde Aeugst am Albis hat die Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" mit 60,3 Prozent Ja-Stimmen angenommen. Damit hat in Aeugst am Albis seit der Abstimmung vom 28. November 1993 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 66,7 Prozent ein Verbot der Tabakwerbung abgelehnt.","Aeugst am Albis souhaite restreindre plus fortement la publicité pour le tabac. La commune a approuvé par 60,3 pour cent des voix l'initiative soumise au vote ce dimanche. En près de trente ans, les habitants d'Aeugst am Albis ont changé de camp sur ce sujet. Le 28 novembre 1993, ils avaient encore voté non à 66,7 pour cent à l'initiative ""pour la prévention des problèmes liés au tabac"".","Nel comune di Aeugst am Albis l'iniziativa Fanciulli e adolescenti senza pubblicità per il tabacco è stata accettata con il 60,3 percento dei voti. Aeugst am Albis ha cambiato fazione: nel 1993 il comune aveva rifiutato il divieto alla pubblicità , mentre ora lo approva."
2,61.2,61.2,38.8,"Affoltern am Albis ZH","Affoltern am Albis (ZH)","Affoltern am Albis ZH","61,2 Prozent der Abstimmenden in der Gemeinde Affoltern am Albis haben Ja gesagt zur Initiative ""Kinder und Jugendliche ohne Tabakwerbung"". Damit hat in Affoltern am Albis seit der Abstimmung vom 28. November 1993 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 70,5 Prozent ein Verbot der Tabakwerbung abgelehnt.","A Affoltern am Albis, 61,2 pour cent des votants approuvent l'initiative pour une meilleure protection des jeunes contre la publicité pour le tabac. En près de trente ans, les habitants d'Affoltern am Albis ont changé de camp sur ce sujet. Le 28 novembre 1993, ils avaient encore voté non à 70,5 pour cent à l'initiative ""pour la prévention des problèmes liés au tabac"".","Con il 61,2 percento di ""sì"", i cittadini del comune di Affoltern am Albis hanno accolto l'iniziativa Fanciulli e adolescenti senza pubblicità per il tabacco. Affoltern am Albis ha cambiato fazione: nel 1993 il comune aveva rifiutato il divieto alla pubblicità , mentre ora lo approva."
3,59.8,59.8,40.2,"Bonstetten ZH","Bonstetten (ZH)","Bonstetten ZH","59,8 Prozent der Abstimmenden in der Gemeinde Bonstetten haben Ja gesagt zur Initiative ""Kinder und Jugendliche ohne Tabakwerbung"". Damit hat in Bonstetten seit der Abstimmung vom 28. November 1993 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 68,9 Prozent ein Verbot der Tabakwerbung abgelehnt.","A Bonstetten, 59,8 pour cent des votants approuvent l'initiative pour une meilleure protection des jeunes contre la publicité pour le tabac. En près de trente ans, les habitants de Bonstetten ont changé de camp sur ce sujet. Le 28 novembre 1993, ils avaient encore voté non à 68,9 pour cent à l'initiative ""pour la prévention des problèmes liés au tabac"".","Con il 59,8 percento di ""sì"", i cittadini del comune di Bonstetten hanno accolto l'iniziativa Fanciulli e adolescenti senza pubblicità per il tabacco. Bonstetten ha cambiato fazione: nel 1993 il comune aveva rifiutato il divieto alla pubblicità , mentre ora lo approva."
4,57.7,57.7,42.3,"Hausen am Albis ZH","Hausen am Albis (ZH)","Hausen am Albis ZH","Die Gemeinde Hausen am Albis hat die Initiative  ""Kinder und Jugendliche ohne Tabakwerbung"" mit 57,7 Prozent angenommen. Damit hat in Hausen am Albis seit der Abstimmung vom 28. November 1993 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 67,6 Prozent ein Verbot der Tabakwerbung abgelehnt.","Les citoyens de Hausen am Albis sont favorables à une meilleure protection des jeunes face à la publicité pour le tabac. Ils ont dit oui à 57,7 pour cent à l'initiative qui l'exige. En près de trente ans, les habitants de Hausen am Albis ont changé de camp sur ce sujet. Le 28 novembre 1993, ils avaient encore voté non à 67,6 pour cent à l'initiative ""pour la prévention des problèmes liés au tabac"".","Nel comune di Hausen am Albis l'iniziativa Fanciulli e adolescenti senza pubblicità per il tabacco è stata approvata con il 57,7 percento dei voti. Hausen am Albis ha cambiato fazione: nel 1993 il comune aveva rifiutato il divieto alla pubblicità , mentre ora lo approva."
5,58.5,58.5,41.5,"Hedingen ZH","Hedingen (ZH)","Hedingen ZH","Ja zur Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" in Hedingen: Mit 58,5 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren angenommen. Damit hat in Hedingen seit der Abstimmung vom 28. November 1993 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 68,4 Prozent ein Verbot der Tabakwerbung abgelehnt.","Hedingen dit oui à l'initiative  ""Oui à la protection des enfants et des jeunes contre la publicité du tabac"". La commune la soutient par 58,5 pour cent des voix. En près de trente ans, les habitants de Hedingen ont changé de camp sur ce sujet. Le 28 novembre 1993, ils avaient encore voté non à 68,4 pour cent à l'initiative ""pour la prévention des problèmes liés au tabac"".","Sì all'iniziativa Fanciulli e adolescenti senza pubblicità per il tabacco nel comune di Hedingen: i cittadini hanno approvato il testo con il 58,5 percento dei voti. Hedingen ha cambiato fazione: nel 1993 il comune aveva rifiutato il divieto alla pubblicità , mentre ora lo approva."
6,49.6,49.6,50.4,"Kappel am Albis ZH","Kappel am Albis (ZH)","Kappel am Albis ZH","Keine Mehrheit für die Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" in Kappel am Albis: Mit 195 Nein-Stimmen zu 192 Ja-Stimmen oder 50,4 Prozent hat die Gemeinde das Volksbegehren verworfen. Damit sind in Kappel am Albis im Vergleich zur letzten Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" weniger Stimmberechtigte gegen ein Verbot von Tabakwerbung. Damals betrug der Nein-Stimmen-Anteil 73,8 Prozent.","Pour les habitants de Kappel am Albis, il n'est pas nécessaire de renforcer la protection des jeunes face à la publicité pour le tabac. Ils ont refusé par 50,4 pour cent des voix l'initiative sur ce sujet. Les habitants de Kappel am Albis se montrent toutefois moins réfractaires aux interdictions qu'il y a près de trente ans. Le 28 novembre 1993, 73,8 pour cent d'entre eux avaient refusé l'initiative ""pour la prévention des problèmes liés au tabac"".","Da Kappel am Albis è arrivato un ""no"" alle urne per l'iniziativa Fanciulli e adolescenti senza pubblicità per il tabacco. I cittadini hanno bocciato il testo con il 50,4 percento dei voti. A Kappel am Albis lo scetticismo nei confronti di diveiti alla pubblicità è diminuito nel tempo.Nel 1993 gli elettori di questo comune avevano detto no - con il 73,8 percento dei voti – a una simile iniziativa."
7,56.8,56.8,43.2,"Knonau ZH","Knonau (ZH)","Knonau ZH","Ja zur Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" in Knonau: Mit 56,8 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren angenommen. Damit hat in Knonau seit der Abstimmung vom 28. November 1993 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 71,4 Prozent ein Verbot der Tabakwerbung abgelehnt.","Knonau dit oui à l'initiative  ""Oui à la protection des enfants et des jeunes contre la publicité du tabac"". La commune la soutient par 56,8 pour cent des voix. En près de trente ans, les habitants de Knonau ont changé de camp sur ce sujet. Le 28 novembre 1993, ils avaient encore voté non à 71,4 pour cent à l'initiative ""pour la prévention des problèmes liés au tabac"".","Sì all'iniziativa Fanciulli e adolescenti senza pubblicità per il tabacco nel comune di Knonau: i cittadini hanno approvato il testo con il 56,8 percento dei voti. Knonau ha cambiato fazione: nel 1993 il comune aveva rifiutato il divieto alla pubblicità , mentre ora lo approva."
8,52.6,52.6,47.4,"Maschwanden ZH","Maschwanden (ZH)","Maschwanden ZH","In Maschwanden hat die Stimmbevölkerung der Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" zugestimmt. Sie wurde mit einem Ja-Stimmen-Anteil von 52,6 Prozent angenommen. Damit hat in Maschwanden seit der Abstimmung vom 28. November 1993 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 57,4 Prozent ein Verbot der Tabakwerbung abgelehnt.","Les citoyens de Maschwanden disent oui à 52,6 pour cent à l'initiative ""Oui à la protection des enfants et des jeunes contre la publicité du tabac"". En près de trente ans, les habitants de Maschwanden ont changé de camp sur ce sujet. Le 28 novembre 1993, ils avaient encore voté non à 57,4 pour cent à l'initiative ""pour la prévention des problèmes liés au tabac"".","I cittadini di Maschwanden si sono espressi a favore dell'iniziativa Fanciulli e adolescenti senza pubblicità per il tabacco. Il testo è stato approvato con il 52,6 percento dei voti. Maschwanden ha cambiato fazione: nel 1993 il comune aveva rifiutato il divieto alla pubblicità , mentre ora lo approva."
9,58.3,58.3,41.7,"Mettmenstetten ZH","Mettmenstetten (ZH)","Mettmenstetten ZH","Die Gemeinde Mettmenstetten hat die Initiative  ""Kinder und Jugendliche ohne Tabakwerbung"" mit 58,3 Prozent angenommen. Damit hat in Mettmenstetten seit der Abstimmung vom 28. November 1993 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 66 Prozent ein Verbot der Tabakwerbung abgelehnt.","Les citoyens de Mettmenstetten sont favorables à une meilleure protection des jeunes face à la publicité pour le tabac. Ils ont dit oui à 58,3 pour cent à l'initiative qui l'exige. En près de trente ans, les habitants de Mettmenstetten ont changé de camp sur ce sujet. Le 28 novembre 1993, ils avaient encore voté non à 66 pour cent à l'initiative ""pour la prévention des problèmes liés au tabac"".","Nel comune di Mettmenstetten l'iniziativa Fanciulli e adolescenti senza pubblicità per il tabacco è stata approvata con il 58,3 percento dei voti. Mettmenstetten ha cambiato fazione: nel 1993 il comune aveva rifiutato il divieto alla pubblicità , mentre ora lo approva."
10,57.2,57.2,42.8,"Obfelden ZH","Obfelden (ZH)","Obfelden ZH","Die Gemeinde Obfelden hat die Initiative  ""Kinder und Jugendliche ohne Tabakwerbung"" mit 57,2 Prozent angenommen. Damit hat in Obfelden seit der Abstimmung vom 28. November 1993 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 69,6 Prozent ein Verbot der Tabakwerbung abgelehnt.","Les citoyens d'Obfelden sont favorables à une meilleure protection des jeunes face à la publicité pour le tabac. Ils ont dit oui à 57,2 pour cent à l'initiative qui l'exige. En près de trente ans, les habitants d'Obfelden ont changé de camp sur ce sujet. Le 28 novembre 1993, ils avaient encore voté non à 69,6 pour cent à l'initiative ""pour la prévention des problèmes liés au tabac"".","Nel comune di Obfelden l'iniziativa Fanciulli e adolescenti senza pubblicità per il tabacco è stata approvata con il 57,2 percento dei voti. Obfelden ha cambiato fazione: nel 1993 il comune aveva rifiutato il divieto alla pubblicità , mentre ora lo approva."
