"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
301,46.1,46.1,53.9,"Aarberg BE","Aarberg (BE)","Aarberg BE","Nein zur Änderung des Gesetzes über die Besteuerung der Strassenfahrzeuge in Aarberg: 53,9 Prozent haben die Vorlage abgelehnt.","La commune d'Aarberg ne veut pas changer le modèle d'imposition des véhicules routiers: elle a dit non à 53,9 pour cent au projet qui était soumis au vote.",
302,40.2,40.2,59.8,"Bargen BE","Bargen (BE)","Bargen BE BE","Keine Mehrheit für die Änderung des Gesetzes über die Besteuerung der Strassenfahrzeuge in Bargen BE. 59,8 Prozent haben sie verworfen.","Bargen (BE) refuse à 59,8 pour cent la modification de la loi sur l'imposition des véhicules routiers.",
303,42.1,42.1,57.9,"Grossaffoltern BE","Grossaffoltern (BE)","Grossaffoltern BE","Keine Mehrheit für die Änderung des Gesetzes über die Besteuerung der Strassenfahrzeuge in Grossaffoltern. 57,9 Prozent haben sie verworfen.","Grossaffoltern refuse à 57,9 pour cent la modification de la loi sur l'imposition des véhicules routiers.",
304,37.3,37.3,62.7,"Kallnach BE","Kallnach (BE)","Kallnach BE","Kallnach hat die Änderung des Gesetzes über die Besteuerung der Strassenfahrzeuge mit 62,7 Prozent abgelehnt.","Pas question d'introduire une imposition plus écologique des véhicules routiers: Kallnach a rejeté par 62,7 pour cent de voix le projet soumis aux urnes ce dimanche.",
305,28.1,28.1,71.9,"Kappelen BE","Kappelen (BE)","Kappelen BE","Keine Mehrheit für die Änderung des Gesetzes über die Besteuerung der Strassenfahrzeuge in Kappelen. 71,9 Prozent haben sie verworfen.","Kappelen refuse à 71,9 pour cent la modification de la loi sur l'imposition des véhicules routiers.",
306,46.1,46.1,53.9,"Lyss BE","Lyss (BE)","Lyss BE","Lyss hat die Änderung des Gesetzes über die Besteuerung der Strassenfahrzeuge mit 53,9 Prozent abgelehnt.","Pas question d'introduire une imposition plus écologique des véhicules routiers: Lyss a rejeté par 53,9 pour cent de voix le projet soumis aux urnes ce dimanche.",
307,50,0,0,"Meikirch BE","Meikirch (BE)","Meikirch BE","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
309,36.2,36.2,63.8,"Radelfingen BE","Radelfingen (BE)","Radelfingen BE","Radelfingen hat die Änderung des Gesetzes über die Besteuerung der Strassenfahrzeuge mit 63,8 Prozent abgelehnt.","Pas question d'introduire une imposition plus écologique des véhicules routiers: Radelfingen a rejeté par 63,8 pour cent de voix le projet soumis aux urnes ce dimanche.",
310,33.9,33.9,66.1,"Rapperswil BE","Rapperswil (BE)","Rapperswil BE BE","Rapperswil BE hat die Änderung des Gesetzes über die Besteuerung der Strassenfahrzeuge mit 66,1 Prozent abgelehnt.","Pas question d'introduire une imposition plus écologique des véhicules routiers: Rapperswil (BE) a rejeté par 66,1 pour cent de voix le projet soumis aux urnes ce dimanche.",
311,44.8,44.8,55.2,"Schüpfen BE","Schüpfen (BE)","Schüpfen BE","Keine Mehrheit für die Änderung des Gesetzes über die Besteuerung der Strassenfahrzeuge in Schüpfen. 55,2 Prozent haben sie verworfen.","Schüpfen refuse à 55,2 pour cent la modification de la loi sur l'imposition des véhicules routiers.",
312,33.6,33.6,66.4,"Seedorf BE","Seedorf (BE)","Seedorf BE BE","Nein zur Änderung des Gesetzes über die Besteuerung der Strassenfahrzeuge in Seedorf BE: 66,4 Prozent haben die Vorlage abgelehnt.","La commune de Seedorf (BE) ne veut pas changer le modèle d'imposition des véhicules routiers: elle a dit non à 66,4 pour cent au projet qui était soumis au vote.",
321,36.3,36.3,63.7,"Aarwangen BE","Aarwangen (BE)","Aarwangen BE","Nein zur Änderung des Gesetzes über die Besteuerung der Strassenfahrzeuge in Aarwangen: 63,7 Prozent haben die Vorlage abgelehnt.","La commune d'Aarwangen ne veut pas changer le modèle d'imposition des véhicules routiers: elle a dit non à 63,7 pour cent au projet qui était soumis au vote.",
322,16.9,16.9,83.1,"Auswil BE","Auswil (BE)","Auswil BE","Auswil hat die Änderung des Gesetzes über die Besteuerung der Strassenfahrzeuge mit 83,1 Prozent abgelehnt.","Pas question d'introduire une imposition plus écologique des véhicules routiers: Auswil a rejeté par 83,1 pour cent de voix le projet soumis aux urnes ce dimanche.",
323,28.3,28.3,71.7,"Bannwil BE","Bannwil (BE)","Bannwil BE","Nein zur Änderung des Gesetzes über die Besteuerung der Strassenfahrzeuge in Bannwil: 71,7 Prozent haben die Vorlage abgelehnt.","La commune de Bannwil ne veut pas changer le modèle d'imposition des véhicules routiers: elle a dit non à 71,7 pour cent au projet qui était soumis au vote.",
324,25.7,25.7,74.3,"Bleienbach BE","Bleienbach (BE)","Bleienbach BE","Nein zur Änderung des Gesetzes über die Besteuerung der Strassenfahrzeuge in Bleienbach: 74,3 Prozent haben die Vorlage abgelehnt.","La commune de Bleienbach ne veut pas changer le modèle d'imposition des véhicules routiers: elle a dit non à 74,3 pour cent au projet qui était soumis au vote.",
325,30.7,30.7,69.3,"Busswil bei Melchnau BE","Busswil bei Melchnau (BE)","Busswil bei Melchnau BE","Die Änderung des Gesetzes über die Besteuerung der Strassenfahrzeuge ist in Busswil bei Melchnau mit 61 zu 27 Stimmen abgelehnt worden.","Busswil bei Melchnau ne veut pas d'une imposition plus écologique des véhicules: elle a repoussé la modification de la loi par 61 contre 27.",
326,23,23,77,"Gondiswil BE","Gondiswil (BE)","Gondiswil BE","Gondiswil hat die Änderung des Gesetzes über die Besteuerung der Strassenfahrzeuge mit 77 Prozent abgelehnt.","Pas question d'introduire une imposition plus écologique des véhicules routiers: Gondiswil a rejeté par 77 pour cent de voix le projet soumis aux urnes ce dimanche.",
329,49.2,49.2,50.8,"Langenthal BE","Langenthal (BE)","Langenthal BE","Keine Mehrheit für die Änderung des Gesetzes über die Besteuerung der Strassenfahrzeuge in Langenthal. 50,8 Prozent haben sie verworfen.","Langenthal refuse à 50,8 pour cent la modification de la loi sur l'imposition des véhicules routiers.",
331,38.5,38.5,61.5,"Lotzwil BE","Lotzwil (BE)","Lotzwil BE","Nein zur Änderung des Gesetzes über die Besteuerung der Strassenfahrzeuge in Lotzwil: 61,5 Prozent haben die Vorlage abgelehnt.","La commune de Lotzwil ne veut pas changer le modèle d'imposition des véhicules routiers: elle a dit non à 61,5 pour cent au projet qui était soumis au vote.",
332,29.6,29.6,70.4,"Madiswil BE","Madiswil (BE)","Madiswil BE","Keine Mehrheit für die Änderung des Gesetzes über die Besteuerung der Strassenfahrzeuge in Madiswil. 70,4 Prozent haben sie verworfen.","Madiswil refuse à 70,4 pour cent la modification de la loi sur l'imposition des véhicules routiers.",
333,38.8,38.8,61.2,"Melchnau BE","Melchnau (BE)","Melchnau BE","Nein zur Änderung des Gesetzes über die Besteuerung der Strassenfahrzeuge in Melchnau: 61,2 Prozent haben die Vorlage abgelehnt.","La commune de Melchnau ne veut pas changer le modèle d'imposition des véhicules routiers: elle a dit non à 61,2 pour cent au projet qui était soumis au vote.",
335,17.6,17.6,82.4,"Oeschenbach BE","Oeschenbach (BE)","Oeschenbach BE","Die Änderung des Gesetzes über die Besteuerung der Strassenfahrzeuge ist in Oeschenbach mit 56 zu 12 Stimmen abgelehnt worden.","Oeschenbach ne veut pas d'une imposition plus écologique des véhicules: elle a repoussé la modification de la loi par 56 contre 12.",
336,10.3,10.3,89.7,"Reisiswil BE","Reisiswil (BE)","Reisiswil BE","Die Änderung des Gesetzes über die Besteuerung der Strassenfahrzeuge ist in Reisiswil mit 61 zu 7 Stimmen abgelehnt worden.","Reisiswil ne veut pas d'une imposition plus écologique des véhicules: elle a repoussé la modification de la loi par 61 contre 7.",
